ID,Title,Content,Excerpt,Date,"Post Type",Permalink,"Image URL","Image Title","Image Caption","Image Description","Image Alt Text","Image Featured","Attachment URL",_wp_page_template,country_region,health_authority,date,product_type,domain,url,Status,"Author ID","Author Username","Author Email","Author First Name","Author Last Name",Slug,Format,Template,Parent,"Parent Slug",Order,"Comment Status","Ping Status","Post Modified Date"
2875,"EPA Proposes New Standards to Protect Public Health, Reduce Exposure to Ethylene Oxide Pollution",,,"2024-06-27 16:11:57",regulatory,https://clinch.loc/regulatory/epa-proposes-new-standards-to-protect-public-health-reduce-exposure-to-ethylene-oxide-pollution/,,,,,,,,default,USA,"Food and Drug Administration",20230411,Drug,Regulatory,https://www.epa.gov/newsreleases/epa-proposes-new-standards-protect-public-health-reduce-exposure-ethylene-oxide,publish,1,sagefrog,jillf@sagefrog.com,,,epa-proposes-new-standards-to-protect-public-health-reduce-exposure-to-ethylene-oxide-pollution,,default,0,0,0,open,open,"2024-06-27 16:11:57"
2876,"Food and Drug Administration Data and Technology Strategic Plan; Request for Information and Comments",,,"2024-06-27 16:11:57",regulatory,https://clinch.loc/regulatory/food-and-drug-administration-data-and-technology-strategic-plan-request-for-information-and-comments/,,,,,,,,default,USA,"Food and Drug Administration",20230410,Drug,Regulatory,https://public-inspection.federalregister.gov/2023-07766.pdf,publish,1,sagefrog,jillf@sagefrog.com,,,food-and-drug-administration-data-and-technology-strategic-plan-request-for-information-and-comments,,default,0,0,0,open,open,"2024-06-27 16:11:57"
2877,"Software and Artificial Intelligence (AI) as a Medical Device",,,"2024-06-27 16:11:57",regulatory,https://clinch.loc/regulatory/software-and-artificial-intelligence-ai-as-a-medical-device/,,,,,,,,default,UK,"Medicines and Healthcare products Regulatory Agency",20230406,"Medical Device",Regulatory,https://www.gov.uk/government/publications/software-and-artificial-intelligence-ai-as-a-medical-device/software-and-artificial-intelligence-ai-as-a-medical-device,publish,1,sagefrog,jillf@sagefrog.com,,,software-and-artificial-intelligence-ai-as-a-medical-device,,default,0,0,0,open,open,"2024-06-27 16:11:57"
2878,"Dual labelled medicines begin transition to sole medicine ingredient names soon",,,"2024-06-27 16:11:57",regulatory,https://clinch.loc/regulatory/dual-labelled-medicines-begin-transition-to-sole-medicine-ingredient-names-soon/,,,,,,,,default,Australia,"Therapeutic Goods Administration",20230405,Drug,Labeling,https://www.tga.gov.au/news/news/dual-labelled-medicines-begin-transition-sole-medicine-ingredient-names-soon,publish,1,sagefrog,jillf@sagefrog.com,,,dual-labelled-medicines-begin-transition-to-sole-medicine-ingredient-names-soon,,default,0,0,0,open,open,"2024-06-27 16:11:57"
2879,"New features further strengthen Priority Medicines scheme (PRIME)",,,"2024-06-27 16:11:57",regulatory,https://clinch.loc/regulatory/new-features-further-strengthen-priority-medicines-scheme-prime/,,,,,,,,default,Europe,"European Medicines Agency",20230404,Drug,Regulatory,https://www.ema.europa.eu/en/news/new-features-further-strengthen-priority-medicines-scheme-prime,publish,1,sagefrog,jillf@sagefrog.com,,,new-features-further-strengthen-priority-medicines-scheme-prime,,default,0,0,0,open,open,"2024-06-27 16:11:57"
2880,"Post Market Surveillance National Competent Authority Report Exchange Criteria and Report Form",,,"2024-06-27 16:11:57",regulatory,https://clinch.loc/regulatory/post-market-surveillance-national-competent-authority-report-exchange-criteria-and-report-form/,,,,,,,,default,International,"International Medical Device Regulators Forum",20230404,"Medical Device",Pharmacovigilance,https://www.imdrf.org/sites/default/files/2023-04/IMDRF%20NCAR%20WG%20N14Final%202023_edition4.pdf,publish,1,sagefrog,jillf@sagefrog.com,,,post-market-surveillance-national-competent-authority-report-exchange-criteria-and-report-form,,default,0,0,0,open,open,"2024-06-27 16:11:57"
2881,"An Analysis of Deficiencies Observed During On-Site Good Manufacturing Practice (GMP) Inspections of Local and Foreign Manufacturing Premise of Medicinal Registered Products in the Year 2022",,,"2024-06-27 16:11:57",regulatory,https://clinch.loc/regulatory/an-analysis-of-deficiencies-observed-during-on-site-good-manufacturing-practice-gmp-inspections-of-local-and-foreign-manufacturing-premise-of-medicinal-registered-products-in-the-year-2022/,,,,,,,,default,Malaysia,"National Pharmaceutical Regulatory Agency",20230404,Drug,Regulatory,https://www.npra.gov.my/index.php/en/component/content/article/436-english/announcement-main/announcement-2023/1527480-an-analysis-of-deficiencies-observed-during-on-site-good-manufacturing-practice-gmp-inspections-of-local-and-foreign-manufacturing-premise-of-medicinal-registered-products-in-the-year-2023.html?Itemid=1391,publish,1,sagefrog,jillf@sagefrog.com,,,an-analysis-of-deficiencies-observed-during-on-site-good-manufacturing-practice-gmp-inspections-of-local-and-foreign-manufacturing-premise-of-medicinal-registered-products-in-the-year-2022,,default,0,0,0,open,open,"2024-06-27 16:11:57"
2882,"Publishes Tolerances for Deltamethrin on Various Agricultural Commodities",,,"2024-06-27 16:11:57",regulatory,https://clinch.loc/regulatory/publishes-tolerances-for-deltamethrin-on-various-agricultural-commodities/,,,,,,,,default,USA,"Environmental Protection Agency",20230404,"Food & Food Supplement",Safety,https://www.govinfo.gov/content/pkg/FR-2023-04-04/pdf/2023-06939.pdf,publish,1,sagefrog,jillf@sagefrog.com,,,publishes-tolerances-for-deltamethrin-on-various-agricultural-commodities,,default,0,0,0,open,open,"2024-06-27 16:11:57"
2883,"Health Technology Assessment Policy and Methods Review Consultation 1 Survey Questions",,,"2024-06-27 16:11:57",regulatory,https://clinch.loc/regulatory/health-technology-assessment-policy-and-methods-review-consultation-1-survey-questions/,,,,,,,,default,Australia,"Therapeutic Goods Administration",20230403,Drug,Regulatory,https://ohta-consultations.health.gov.au/ohta/hta-review-consultation1/supporting_documents/HTA%20Review%20Consultation%201%20Survey%20Questions.pdf,publish,1,sagefrog,jillf@sagefrog.com,,,health-technology-assessment-policy-and-methods-review-consultation-1-survey-questions,,default,0,0,0,open,open,"2024-06-27 16:11:57"
2884,"Clinical Trial Highlights",,,"2024-06-27 16:11:57",regulatory,https://clinch.loc/regulatory/clinical-trial-highlights/,,,,,,,,default,Europe,"European Medicines Agency",20230403,Drug,Clinical,https://www.ema.europa.eu/en/documents/newsletter/clinical-trials-highlights-april-2023_en.pdf,publish,1,sagefrog,jillf@sagefrog.com,,,clinical-trial-highlights,,default,0,0,0,open,open,"2024-06-27 16:11:57"
2885,"Personalized Medical Devices – Production Verification and Validation",,,"2024-06-27 16:11:58",regulatory,https://clinch.loc/regulatory/personalized-medical-devices-production-verification-and-validation/,,,,,,,,default,International,"International Medical Device Regulators Forum",20230403,"Medical Device",Regulatory,https://www.imdrf.org/sites/default/files/2023-04/IMDRF%20Personalised%20Medical%20Devices%20WG%20N74%20FINAL%20%202023.pdf,publish,1,sagefrog,jillf@sagefrog.com,,,personalized-medical-devices-production-verification-and-validation,,default,0,0,0,open,open,"2024-06-27 16:11:58"
2886,"Principles and Practices for the Cybersecurity of Legacy Medical Devices",,,"2024-06-27 16:11:58",regulatory,https://clinch.loc/regulatory/principles-and-practices-for-the-cybersecurity-of-legacy-medical-devices/,,,,,,,,default,International,"International Medical Device Regulators Forum",20230403,"Medical Device",Regulatory,https://www.imdrf.org/sites/default/files/2023-04/IMDRF%20Principles%20and%20Practices%20of%20Cybersecurity%20for%20%20Legacy%20Medical%20Devices%20Final%20%28N70%29_0.pdf,publish,1,sagefrog,jillf@sagefrog.com,,,principles-and-practices-for-the-cybersecurity-of-legacy-medical-devices,,default,0,0,0,open,open,"2024-06-27 16:11:58"
2887,"Principles and Practices for Software Bill of Materials for Medical Device Cybersecurity",,,"2024-06-27 16:11:58",regulatory,https://clinch.loc/regulatory/principles-and-practices-for-software-bill-of-materials-for-medical-device-cybersecurity/,,,,,,,,default,International,"International Medical Device Regulators Forum",20230403,"Medical Device",Regulatory,https://www.imdrf.org/sites/default/files/2023-04/Principles%20and%20Practices%20for%20Software%20Bill%20of%20Materials%20for%20Medical%20Device%20Cybersecurity%20%28N73%29.pdf,publish,1,sagefrog,jillf@sagefrog.com,,,principles-and-practices-for-software-bill-of-materials-for-medical-device-cybersecurity,,default,0,0,0,open,open,"2024-06-27 16:11:58"
2888,"Assessment and control of DNA reactive (mutagenic) impurities in pharmaceuticals to limit potential carcinogenic risk M7(R2)",,,"2024-06-27 16:11:58",regulatory,https://clinch.loc/regulatory/assessment-and-control-of-dna-reactive-mutagenic-impurities-in-pharmaceuticals-to-limit-potential-carcinogenic-risk-m7r2/,,,,,,,,default,International,"International Council for Harmonisation Of Technical Requirements For Pharmaceuticals For Human Use",20230403,Drug,Clinical,https://database.ich.org/sites/default/files/ICH_M7%28R2%29_Guideline_Step4_2023_0216_0.pdf,publish,1,sagefrog,jillf@sagefrog.com,,,assessment-and-control-of-dna-reactive-mutagenic-impurities-in-pharmaceuticals-to-limit-potential-carcinogenic-risk-m7r2,,default,0,0,0,open,open,"2024-06-27 16:11:58"
2889,"Application of the principles of the ICH M7 guideline to calculation of compound-specific acceptable intakes – Addendum to M7(R2)",,,"2024-06-27 16:11:58",regulatory,https://clinch.loc/regulatory/application-of-the-principles-of-the-ich-m7-guideline-to-calculation-of-compound-specific-acceptable-intakes-addendum-to-m7r2/,,,,,,,,default,International,"International Council for Harmonisation Of Technical Requirements For Pharmaceuticals For Human Use",20230403,Drug,Clinical,https://database.ich.org/sites/default/files/ICH_M7%28R2%29_Addendum_Step4_2023_0216.pdf,publish,1,sagefrog,jillf@sagefrog.com,,,application-of-the-principles-of-the-ich-m7-guideline-to-calculation-of-compound-specific-acceptable-intakes-addendum-to-m7r2,,default,0,0,0,open,open,"2024-06-27 16:11:58"
2890,"Guideline on electronic labelling (E-LABELLING) for pharmaceutical products in malaysia",,,"2024-06-27 16:11:58",regulatory,https://clinch.loc/regulatory/guideline-on-electronic-labelling-e-labelling-for-pharmaceutical-products-in-malaysia/,,,,,,,,default,Malaysia,"National Pharmaceutical Regulatory Agency",20230403,Drug,Regulatory,https://npra.gov.my/easyarticles/images/users/1047/Lampiran-A-Guideline-on-E-Labelling-for-Pharmaceutical-Products-in-Malaysia.pdf,publish,1,sagefrog,jillf@sagefrog.com,,,guideline-on-electronic-labelling-e-labelling-for-pharmaceutical-products-in-malaysia,,default,0,0,0,open,open,"2024-06-27 16:11:58"
2891,"Marketing Submission Recommendations for a Predetermined Change Control Plan for Artificial Intelligence/Machine Learning (AI/ML)-Enabled Device Software Functions (draft guidance)",,,"2024-06-27 16:11:58",regulatory,https://clinch.loc/regulatory/marketing-submission-recommendations-for-a-predetermined-change-control-plan-for-artificial-intelligence-machine-learning-ai-ml-enabled-device-software-functions-draft-guidance/,,,,,,,,default,USA,"Food and Drug Administration",20230403,"Medical Device",Regulatory,https://www.fda.gov/media/166704/download,publish,1,sagefrog,jillf@sagefrog.com,,,marketing-submission-recommendations-for-a-predetermined-change-control-plan-for-artificial-intelligence-machine-learning-ai-ml-enabled-device-software-functions-draft-guidance,,default,0,0,0,open,open,"2024-06-27 16:11:58"
2892,"Marketing Submission Recommendations for a Predetermined Change Control Plan for Artificial Intelligence/Machine Learning (AI/ML)-Enabled Device Software Functions (draft guidance",,,"2024-06-27 16:11:58",regulatory,https://clinch.loc/regulatory/marketing-submission-recommendations-for-a-predetermined-change-control-plan-for-artificial-intelligence-machine-learning-ai-ml-enabled-device-software-functions-draft-guidance-2/,,,,,,,,default,USA,"Food and Drug Administration",20230403,"Medical Device",Regulatory,https://www.fda.gov/media/166704/download,publish,1,sagefrog,jillf@sagefrog.com,,,marketing-submission-recommendations-for-a-predetermined-change-control-plan-for-artificial-intelligence-machine-learning-ai-ml-enabled-device-software-functions-draft-guidance-2,,default,0,0,0,open,open,"2024-06-27 16:11:58"
2893,"Mpox: Development of Drugs and Biological Products (draft guidance)",,,"2024-06-27 16:11:58",regulatory,https://clinch.loc/regulatory/mpox-development-of-drugs-and-biological-products-draft-guidance/,,,,,,,,default,USA,"Food and Drug Administration",20230403,Drug,Clinical,https://www.fda.gov/media/164642/download,publish,1,sagefrog,jillf@sagefrog.com,,,mpox-development-of-drugs-and-biological-products-draft-guidance,,default,0,0,0,open,open,"2024-06-27 16:11:58"
2894,"Guidelines on the Regulatory Flexibility for Class B, C and D Medical Devices that are Not Included in the List of Registrable Medical Devices",,,"2024-06-27 16:11:58",regulatory,https://clinch.loc/regulatory/guidelines-on-the-regulatory-flexibility-for-class-b-c-and-d-medical-devices-that-are-not-included-in-the-list-of-registrable-medical-devices/,,,,,,,,default,"The Philippines","Philippines FDA",20230401,"Medical Device",Regulatory,https://www.fda.gov.ph/fda-circular-no-2021-002-c-guidelines-on-the-regulatory-flexibility-for-class-b-c-and-d-medical-devices/,publish,1,sagefrog,jillf@sagefrog.com,,,guidelines-on-the-regulatory-flexibility-for-class-b-c-and-d-medical-devices-that-are-not-included-in-the-list-of-registrable-medical-devices,,default,0,0,0,open,open,"2024-06-27 16:11:58"
2895,"Acute Radiation Syndrome: Developing Drugs for Prevention and Treatment (draft guidance)",,,"2024-06-27 16:11:58",regulatory,https://clinch.loc/regulatory/acute-radiation-syndrome-developing-drugs-for-prevention-and-treatment-draft-guidance/,,,,,,,,default,USA,"Food and Drug Administration",20230401,Drug,Regulatory,https://www.fda.gov/media/167172/download,publish,1,sagefrog,jillf@sagefrog.com,,,acute-radiation-syndrome-developing-drugs-for-prevention-and-treatment-draft-guidance,,default,0,0,0,open,open,"2024-06-27 16:11:58"
2896,"Over-the-Counter Monograph Order Requests (OMORs): Format and Content (draft guidance)",,,"2024-06-27 16:11:58",regulatory,https://clinch.loc/regulatory/over-the-counter-monograph-order-requests-omors-format-and-content-draft-guidance/,,,,,,,,default,USA,"Food and Drug Administration",20230401,Drug,Regulatory,https://www.fda.gov/media/167035/download,publish,1,sagefrog,jillf@sagefrog.com,,,over-the-counter-monograph-order-requests-omors-format-and-content-draft-guidance,,default,0,0,0,open,open,"2024-06-27 16:11:58"
2897,"Assessing the Irritation and Sensitization Potential of Transdermal and Topical Delivery Systems for ANDAs (draft guidance)",,,"2024-06-27 16:11:58",regulatory,https://clinch.loc/regulatory/assessing-the-irritation-and-sensitization-potential-of-transdermal-and-topical-delivery-systems-for-andas-draft-guidance/,,,,,,,,default,USA,"Food and Drug Administration",20230401,Drug,Regulatory,https://www.fda.gov/media/167073/download,publish,1,sagefrog,jillf@sagefrog.com,,,assessing-the-irritation-and-sensitization-potential-of-transdermal-and-topical-delivery-systems-for-andas-draft-guidance,,default,0,0,0,open,open,"2024-06-27 16:11:58"
2898,"Assessing Adhesion with Transdermal and Topical Delivery (draft guidance)",,,"2024-06-27 16:11:58",regulatory,https://clinch.loc/regulatory/assessing-adhesion-with-transdermal-and-topical-delivery-draft-guidance/,,,,,,,,default,USA,"Food and Drug Administration",20230401,Drug,Regulatory,https://www.fda.gov/media/167043/download,publish,1,sagefrog,jillf@sagefrog.com,,,assessing-adhesion-with-transdermal-and-topical-delivery-draft-guidance,,default,0,0,0,open,open,"2024-06-27 16:11:58"
2899,"A Risk-Based Approach to Monitoring of Clinical Investigations",,,"2024-06-27 16:11:58",regulatory,https://clinch.loc/regulatory/a-risk-based-approach-to-monitoring-of-clinical-investigations/,,,,,,,,default,USA,"Food and Drug Administration",20230401,Drug,Clinical,https://www.fda.gov/media/121479/download,publish,1,sagefrog,jillf@sagefrog.com,,,a-risk-based-approach-to-monitoring-of-clinical-investigations,,default,0,0,0,open,open,"2024-06-27 16:11:58"
2900,"Notifying FDA of a Discontinuance or Interruption in Manufacturing of Finished Products or Active Pharmaceutical Ingredients Under Section 506C of the FD&C Act (draft guidance)",,,"2024-06-27 16:11:58",regulatory,https://clinch.loc/regulatory/notifying-fda-of-a-discontinuance-or-interruption-in-manufacturing-of-finished-products-or-active-pharmaceutical-ingredients-under-section-506c-of-the-fdc-act-draft-guidance/,,,,,,,,default,USA,"Food and Drug Administration",20230401,Drug,Regulatory,https://www.fda.gov/media/166837/download,publish,1,sagefrog,jillf@sagefrog.com,,,notifying-fda-of-a-discontinuance-or-interruption-in-manufacturing-of-finished-products-or-active-pharmaceutical-ingredients-under-section-506c-of-the-fdc-act-draft-guidance,,default,0,0,0,open,open,"2024-06-27 16:11:58"
2901,"Patient-Focused Drug Development: Incorporating Clinical Outcome Assessments into Endpoints for Regulatory Decision-Making (draft guidance)",,,"2024-06-27 16:11:58",regulatory,https://clinch.loc/regulatory/patient-focused-drug-development-incorporating-clinical-outcome-assessments-into-endpoints-for-regulatory-decision-making-draft-guidance/,,,,,,,,default,USA,"Food and Drug Administration",20230401,Drug,Regulatory,https://www.fda.gov/media/166830/download,publish,1,sagefrog,jillf@sagefrog.com,,,patient-focused-drug-development-incorporating-clinical-outcome-assessments-into-endpoints-for-regulatory-decision-making-draft-guidance,,default,0,0,0,open,open,"2024-06-27 16:11:58"
2902,"Regulatory information – adjusted fees for applications to EMA from 1 April 2023",,,"2024-06-27 16:11:58",regulatory,https://clinch.loc/regulatory/regulatory-information-adjusted-fees-for-applications-to-ema-from-1-april-2023/,,,,,,,,default,Europe,"European Medicines Agency",20230331,Drug,Regulatory,https://www.ema.europa.eu/en/news/regulatory-information-adjusted-fees-applications-ema-1-april-2023,publish,1,sagefrog,jillf@sagefrog.com,,,regulatory-information-adjusted-fees-for-applications-to-ema-from-1-april-2023,,default,0,0,0,open,open,"2024-06-27 16:11:58"
2903,"Guideline on influenza vaccines – submission and procedural requirements",,,"2024-06-27 16:11:58",regulatory,https://clinch.loc/regulatory/guideline-on-influenza-vaccines-submission-and-procedural-requirements/,,,,,,,,default,Europe,"European Medicines Agency",20230330,Drug,Regulatory,https://www.ema.europa.eu/en/documents/scientific-guideline/guideline-influenza-vaccines-submission-procedural-requirements-rev2_en.pdf,publish,1,sagefrog,jillf@sagefrog.com,,,guideline-on-influenza-vaccines-submission-and-procedural-requirements,,default,0,0,0,open,open,"2024-06-27 16:11:58"
2904,"EMA GCP IWG points to consider regarding the management of ongoing clinical trials impacted by political conflicts, natural disasters, or other major disruptions",,,"2024-06-27 16:11:58",regulatory,https://clinch.loc/regulatory/ema-gcp-iwg-points-to-consider-regarding-the-management-of-ongoing-clinical-trials-impacted-by-political-conflicts-natural-disasters-or-other-major-disruptions/,,,,,,,,default,Europe,"European Medicines Agency",20230330,Drug,Clinical,https://www.ema.europa.eu/en/documents/other/ema-gcp-iwg-points-consider-regarding-management-ongoing-clinical-trials-impacted-political_en.pdf,publish,1,sagefrog,jillf@sagefrog.com,,,ema-gcp-iwg-points-to-consider-regarding-the-management-of-ongoing-clinical-trials-impacted-by-political-conflicts-natural-disasters-or-other-major-disruptions,,default,0,0,0,open,open,"2024-06-27 16:11:58"
2905,"Questions and answers on data requirements when replacing hydrofluorocarbons as propellants in oral pressurized metered dose inhalers",,,"2024-06-27 16:11:58",regulatory,https://clinch.loc/regulatory/questions-and-answers-on-data-requirements-when-replacing-hydrofluorocarbons-as-propellants-in-oral-pressurized-metered-dose-inhalers/,,,,,,,,default,Europe,"European Union",20230330,"Medical Device",Regulatory,https://www.ema.europa.eu/en/documents/scientific-guideline/questions-answers-data-requirements-when-replacing-hydrofluorocarbons-propellants-oral-pressurised_en.pdf,publish,1,sagefrog,jillf@sagefrog.com,,,questions-and-answers-on-data-requirements-when-replacing-hydrofluorocarbons-as-propellants-in-oral-pressurized-metered-dose-inhalers,,default,0,0,0,open,open,"2024-06-27 16:11:58"
2906,"Medical Device Development Tools (MDDT)",,,"2024-06-27 16:11:58",regulatory,https://clinch.loc/regulatory/medical-device-development-tools-mddt/,,,,,,,,default,USA,"Food and Drug Administration",20230330,"Medical Device",Regulatory,https://www.fda.gov/medical-devices/medical-device-development-tools-mddt,publish,1,sagefrog,jillf@sagefrog.com,,,medical-device-development-tools-mddt,,default,0,0,0,open,open,"2024-06-27 16:11:58"
2907,"Cybersecurity in Medical Devices: Refuse to Accept Policy for Cyber Devices and Related Systems Under Section 524B of the FD&C Act",,,"2024-06-27 16:11:58",regulatory,https://clinch.loc/regulatory/cybersecurity-in-medical-devices-refuse-to-accept-policy-for-cyber-devices-and-related-systems-under-section-524b-of-the-fdc-act/,,,,,,,,default,USA,"Food and Drug Administration",20230330,"Medical Device",Regulatory,https://www.fda.gov/media/166614/download,publish,1,sagefrog,jillf@sagefrog.com,,,cybersecurity-in-medical-devices-refuse-to-accept-policy-for-cyber-devices-and-related-systems-under-section-524b-of-the-fdc-act,,default,0,0,0,open,open,"2024-06-27 16:11:58"
2908,"Substitution of in-vivo Method(s) by in-vitro Method(s) for the Quality Control of Vaccines",,,"2024-06-27 16:11:58",regulatory,https://clinch.loc/regulatory/substitution-of-in-vivo-methods-by-in-vitro-methods-for-the-quality-control-of-vaccines/,,,,,,,,default,India,"Indian Pharmacopoeia Commission",20230329,Vaccine,Clinical,https://www.ipc.gov.in/images/Substitution_of_invivo_methods_by_invitro_methods_dated_29-03-23.pdf,publish,1,sagefrog,jillf@sagefrog.com,,,substitution-of-in-vivo-methods-by-in-vitro-methods-for-the-quality-control-of-vaccines,,default,0,0,0,open,open,"2024-06-27 16:11:58"
2909,"MDR/IVDR amendment: Equivalence with EU Regulation on Medical Devices ensured",,,"2024-06-27 16:11:58",regulatory,https://clinch.loc/regulatory/mdr-ivdr-amendment-equivalence-with-eu-regulation-on-medical-devices-ensured/,,,,,,,,default,Switzerland,"The Swiss Agency for Therapeutic Products",20230329,"Medical Device",Regulatory,https://www.swissmedic.ch/swissmedic/en/home/medical-devices/market-access/abgelaufene_bescheinigungen.html,publish,1,sagefrog,jillf@sagefrog.com,,,mdr-ivdr-amendment-equivalence-with-eu-regulation-on-medical-devices-ensured,,default,0,0,0,open,open,"2024-06-27 16:11:58"
2910,"Orthopedic Non-Spinal Bone Plates, Screws, and Washers – Premarket Notification (510(k)) Submissions (draft guidance)",,,"2024-06-27 16:11:58",regulatory,https://clinch.loc/regulatory/orthopedic-non-spinal-bone-plates-screws-and-washers-premarket-notification-510k-submissions-draft-guidance/,,,,,,,,default,USA,"Food and Drug Administration",20230329,"Medical Device",Regulatory,https://www.fda.gov/media/166507/download,publish,1,sagefrog,jillf@sagefrog.com,,,orthopedic-non-spinal-bone-plates-screws-and-washers-premarket-notification-510k-submissions-draft-guidance,,default,0,0,0,open,open,"2024-06-27 16:11:58"
2911,"Extension of CE certificates",,,"2024-06-27 16:11:58",regulatory,https://clinch.loc/regulatory/extension-of-ce-certificates/,,,,,,,,default,UK,"Medicines and Healthcare products Regulatory Agency",20230328,"Medical Device",Regulatory,https://www.gov.uk/government/news/extension-of-ce-certificates,publish,1,sagefrog,jillf@sagefrog.com,,,extension-of-ce-certificates,,default,0,0,0,open,open,"2024-06-27 16:11:58"
2912,"General Considerations for Animal Studies Intended to Evaluate Medical Devices",,,"2024-06-27 16:11:58",regulatory,https://clinch.loc/regulatory/general-considerations-for-animal-studies-intended-to-evaluate-medical-devices/,,,,,,,,default,USA,"Food and Drug Administration",20230328,"Medical Device",Safety,https://www.fda.gov/media/93963/download,publish,1,sagefrog,jillf@sagefrog.com,,,general-considerations-for-animal-studies-intended-to-evaluate-medical-devices,,default,0,0,0,open,open,"2024-06-27 16:11:58"
2913,"Findings on manufacturers failing to meet post market surveillance requirements",,,"2024-06-27 16:11:58",regulatory,https://clinch.loc/regulatory/findings-on-manufacturers-failing-to-meet-post-market-surveillance-requirements/,,,,,,,,default,Switzerland,"The Swiss Agency for Therapeutic Products",20230327,"Medical Device",Regulatory,https://www.swissmedic.ch/swissmedic/en/home/medical-devices/market-surveillance-of-medical-devices/announcements-on-market-control-issues.html,publish,1,sagefrog,jillf@sagefrog.com,,,findings-on-manufacturers-failing-to-meet-post-market-surveillance-requirements,,default,0,0,0,open,open,"2024-06-27 16:11:58"
2914,"Update on In-Person Face-to-Face ANDA Meetings",,,"2024-06-27 16:11:58",regulatory,https://clinch.loc/regulatory/update-on-in-person-face-to-face-anda-meetings/,,,,,,,,default,USA,"Food and Drug Administration",20230327,Drug,Regulatory,https://www.fda.gov/industry/generic-drug-user-fee-amendments/update-person-face-face-anda-meetings?utm_medium=email&utm_source=govdelivery,publish,1,sagefrog,jillf@sagefrog.com,,,update-on-in-person-face-to-face-anda-meetings,,default,0,0,0,open,open,"2024-06-27 16:11:58"
2915,"Transition Plan for Medical Devices That Fall Within Enforcement Policies Issued During the Coronavirus Disease 2019 (COVID-19) Public Health Emergency",,,"2024-06-27 16:11:58",regulatory,https://clinch.loc/regulatory/transition-plan-for-medical-devices-that-fall-within-enforcement-policies-issued-during-the-coronavirus-disease-2019-covid-19-public-health-emergency/,,,,,,,,default,USA,"Food and Drug Administration",20230327,"Medical Device",Regulatory,https://www.fda.gov/media/155038/download,publish,1,sagefrog,jillf@sagefrog.com,,,transition-plan-for-medical-devices-that-fall-within-enforcement-policies-issued-during-the-coronavirus-disease-2019-covid-19-public-health-emergency,,default,0,0,0,open,open,"2024-06-27 16:11:58"
2916,"Transition Plan for Medical Devices Issued Emergency Use Authorizations (EUAs) Related to Coronavirus Disease 2019 (COVID-19)",,,"2024-06-27 16:11:58",regulatory,https://clinch.loc/regulatory/transition-plan-for-medical-devices-issued-emergency-use-authorizations-euas-related-to-coronavirus-disease-2019-covid-19/,,,,,,,,default,USA,"Food and Drug Administration",20230327,"Medical Device",Regulatory,https://www.fda.gov/media/155039/download,publish,1,sagefrog,jillf@sagefrog.com,,,transition-plan-for-medical-devices-issued-emergency-use-authorizations-euas-related-to-coronavirus-disease-2019-covid-19,,default,0,0,0,open,open,"2024-06-27 16:11:58"
2917,"TGA’s new powers will help reduce the impact of medicine shortages on patients",,,"2024-06-27 16:11:58",regulatory,https://clinch.loc/regulatory/tgas-new-powers-will-help-reduce-the-impact-of-medicine-shortages-on-patients/,,,,,,,,default,Australia,"Therapeutic Goods Administration",20230324,Drug,Regulatory,https://www.tga.gov.au/news/news/tgas-new-powers-will-help-reduce-impact-medicine-shortages-patients,publish,1,sagefrog,jillf@sagefrog.com,,,tgas-new-powers-will-help-reduce-the-impact-of-medicine-shortages-on-patients,,default,0,0,0,open,open,"2024-06-27 16:11:58"
2918,"Withdrawal of medical device registration (new and re-register) and change of notification application",,,"2024-06-27 16:11:58",regulatory,https://clinch.loc/regulatory/withdrawal-of-medical-device-registration-new-and-re-register-and-change-of-notification-application/,,,,,,,,default,Malaysia,"Medical Device Authority",20230323,"Medical Device",Regulatory,https://portal.mda.gov.my/announcement/1168-withdrawal-of-medical-device-registration-new-and-re-register-and-change-of-notification-application.html,publish,1,sagefrog,jillf@sagefrog.com,,,withdrawal-of-medical-device-registration-new-and-re-register-and-change-of-notification-application,,default,0,0,0,open,open,"2024-06-27 16:11:58"
2919,"Consultation outcome – Government response to consultation on legislative proposals for clinical trials",,,"2024-06-27 16:11:58",regulatory,https://clinch.loc/regulatory/consultation-outcome-government-response-to-consultation-on-legislative-proposals-for-clinical-trials/,,,,,,,,default,UK,"Medicines and Healthcare products Regulatory Agency",20230321,Drug,Clinical,https://www.gov.uk/government/consultations/consultation-on-proposals-for-legislative-changes-for-clinical-trials/outcome/government-response-to-consultation-on-legislative-proposals-for-clinical-trials#summary-and-evaluation-of-responses,publish,1,sagefrog,jillf@sagefrog.com,,,consultation-outcome-government-response-to-consultation-on-legislative-proposals-for-clinical-trials,,default,0,0,0,open,open,"2024-06-27 16:11:58"
